LIGHT (lux),Time since start in ms,YYYY-MO-DD HH-MI-SS.SSSS
33.00,408679,2022-03-30 20:59:02.2530
33.00,408724,2022-03-30 20:59:02.2980
33.00,408771,2022-03-30 20:59:02.3460
33.00,408813,2022-03-30 20:59:02.3880
33.00,408860,2022-03-30 20:59:02.4340
33.00,408907,2022-03-30 20:59:02.4810
33.00,408952,2022-03-30 20:59:02.5260
33.00,408999,2022-03-30 20:59:02.5740
33.00,409045,2022-03-30 20:59:02.6200
33.00,409092,2022-03-30 20:59:02.6670
33.00,409140,2022-03-30 20:59:02.7150
33.00,409184,2022-03-30 20:59:02.7590
33.00,409231,2022-03-30 20:59:02.8060
33.00,409279,2022-03-30 20:59:02.8530
33.00,409312,2022-03-30 20:59:02.8870
33.00,409350,2022-03-30 20:59:02.9240
35.00,409391,2022-03-30 20:59:02.9660
35.00,409439,2022-03-30 20:59:03.0140
35.00,409492,2022-03-30 20:59:03.0670
35.00,409540,2022-03-30 20:59:03.1150
35.00,409589,2022-03-30 20:59:03.1640
35.00,409635,2022-03-30 20:59:03.2090
35.00,409681,2022-03-30 20:59:03.2550
35.00,409727,2022-03-30 20:59:03.3020
35.00,409777,2022-03-30 20:59:03.3510
35.00,409822,2022-03-30 20:59:03.3970
35.00,409870,2022-03-30 20:59:03.4450
35.00,409918,2022-03-30 20:59:03.4930
35.00,409966,2022-03-30 20:59:03.5400
35.00,410012,2022-03-30 20:59:03.5860
35.00,410056,2022-03-30 20:59:03.6310
45.00,410105,2022-03-30 20:59:03.6800
45.00,410153,2022-03-30 20:59:03.7270
45.00,410201,2022-03-30 20:59:03.7750
45.00,410247,2022-03-30 20:59:03.8220
45.00,410295,2022-03-30 20:59:03.8700
45.00,410343,2022-03-30 20:59:03.9170
45.00,410389,2022-03-30 20:59:03.9640
45.00,410437,2022-03-30 20:59:04.0110
45.00,410484,2022-03-30 20:59:04.0580
45.00,410532,2022-03-30 20:59:04.1060
45.00,410577,2022-03-30 20:59:04.1510
45.00,410636,2022-03-30 20:59:04.2100
45.00,410671,2022-03-30 20:59:04.2450
45.00,410712,2022-03-30 20:59:04.2860
45.00,410757,2022-03-30 20:59:04.3310
33.00,410807,2022-03-30 20:59:04.3810
33.00,410852,2022-03-30 20:59:04.4260
33.00,410881,2022-03-30 20:59:04.4550
33.00,410933,2022-03-30 20:59:04.5080
33.00,410981,2022-03-30 20:59:04.5560
33.00,411027,2022-03-30 20:59:04.6020
33.00,411072,2022-03-30 20:59:04.6460
33.00,411118,2022-03-30 20:59:04.6930
33.00,411167,2022-03-30 20:59:04.7420
33.00,411211,2022-03-30 20:59:04.7850
33.00,411260,2022-03-30 20:59:04.8350
33.00,411305,2022-03-30 20:59:04.8800
33.00,411351,2022-03-30 20:59:04.9260
33.00,411398,2022-03-30 20:59:04.9730
33.00,411445,2022-03-30 20:59:05.0190
33.00,411496,2022-03-30 20:59:05.0710
33.00,411544,2022-03-30 20:59:05.1190
33.00,411591,2022-03-30 20:59:05.1650
33.00,411640,2022-03-30 20:59:05.2150
33.00,411685,2022-03-30 20:59:05.2600
33.00,411731,2022-03-30 20:59:05.3050
33.00,411777,2022-03-30 20:59:05.3520
33.00,411824,2022-03-30 20:59:05.3990
33.00,411872,2022-03-30 20:59:05.4460
33.00,411920,2022-03-30 20:59:05.4950
33.00,411968,2022-03-30 20:59:05.5430
33.00,412014,2022-03-30 20:59:05.5890
33.00,412061,2022-03-30 20:59:05.6350
33.00,412106,2022-03-30 20:59:05.6810
33.00,412153,2022-03-30 20:59:05.7270
44.00,412201,2022-03-30 20:59:05.7750
44.00,412249,2022-03-30 20:59:05.8230
44.00,412293,2022-03-30 20:59:05.8670
44.00,412340,2022-03-30 20:59:05.9150
44.00,412387,2022-03-30 20:59:05.9610
44.00,412434,2022-03-30 20:59:06.0090
44.00,412482,2022-03-30 20:59:06.0560
44.00,412530,2022-03-30 20:59:06.1040
44.00,412576,2022-03-30 20:59:06.1500
44.00,412624,2022-03-30 20:59:06.1980
44.00,412673,2022-03-30 20:59:06.2470
44.00,412719,2022-03-30 20:59:06.2930
44.00,412766,2022-03-30 20:59:06.3400
44.00,412811,2022-03-30 20:59:06.3850
44.00,412862,2022-03-30 20:59:06.4360
36.00,412909,2022-03-30 20:59:06.4830
36.00,412955,2022-03-30 20:59:06.5290
36.00,413001,2022-03-30 20:59:06.5760
36.00,413046,2022-03-30 20:59:06.6210
36.00,413089,2022-03-30 20:59:06.6640
36.00,413135,2022-03-30 20:59:06.7090
36.00,413182,2022-03-30 20:59:06.7560
36.00,413230,2022-03-30 20:59:06.8040
36.00,413278,2022-03-30 20:59:06.8530
36.00,413328,2022-03-30 20:59:06.9020
36.00,413373,2022-03-30 20:59:06.9480
36.00,413418,2022-03-30 20:59:06.9920
36.00,413460,2022-03-30 20:59:07.0340
36.00,413487,2022-03-30 20:59:07.0610
36.00,413523,2022-03-30 20:59:07.0980
36.00,413568,2022-03-30 20:59:07.1420
33.00,413616,2022-03-30 20:59:07.1900
33.00,413664,2022-03-30 20:59:07.2380
33.00,413696,2022-03-30 20:59:07.2710
33.00,413735,2022-03-30 20:59:07.3100
33.00,413771,2022-03-30 20:59:07.3460
33.00,413800,2022-03-30 20:59:07.3750
33.00,413842,2022-03-30 20:59:07.4160
33.00,413888,2022-03-30 20:59:07.4620
33.00,413932,2022-03-30 20:59:07.5060
33.00,413977,2022-03-30 20:59:07.5520
33.00,414026,2022-03-30 20:59:07.6000
33.00,414076,2022-03-30 20:59:07.6510
33.00,414121,2022-03-30 20:59:07.6960
33.00,414167,2022-03-30 20:59:07.7420
33.00,414213,2022-03-30 20:59:07.7870
33.00,414260,2022-03-30 20:59:07.8350
41.00,414312,2022-03-30 20:59:07.8870
41.00,414362,2022-03-30 20:59:07.9360
41.00,414408,2022-03-30 20:59:07.9820
41.00,414455,2022-03-30 20:59:08.0300
41.00,414502,2022-03-30 20:59:08.0770
41.00,414548,2022-03-30 20:59:08.1230
41.00,414595,2022-03-30 20:59:08.1690
41.00,414644,2022-03-30 20:59:08.2180
41.00,414689,2022-03-30 20:59:08.2640
41.00,414736,2022-03-30 20:59:08.3100
41.00,414781,2022-03-30 20:59:08.3550
41.00,414827,2022-03-30 20:59:08.4010
41.00,414871,2022-03-30 20:59:08.4460
41.00,414919,2022-03-30 20:59:08.4940
41.00,414965,2022-03-30 20:59:08.5400
39.00,415017,2022-03-30 20:59:08.5910
39.00,415064,2022-03-30 20:59:08.6380
39.00,415108,2022-03-30 20:59:08.6830
39.00,415154,2022-03-30 20:59:08.7280
39.00,415202,2022-03-30 20:59:08.7760
39.00,415247,2022-03-30 20:59:08.8220
39.00,415294,2022-03-30 20:59:08.8680
39.00,415343,2022-03-30 20:59:08.9170
39.00,415391,2022-03-30 20:59:08.9650
39.00,415439,2022-03-30 20:59:09.0130
39.00,415484,2022-03-30 20:59:09.0580
39.00,415528,2022-03-30 20:59:09.1020
39.00,415576,2022-03-30 20:59:09.1510
39.00,415619,2022-03-30 20:59:09.1940
39.00,415667,2022-03-30 20:59:09.2410
33.00,415713,2022-03-30 20:59:09.2870
33.00,415775,2022-03-30 20:59:09.3500
33.00,415822,2022-03-30 20:59:09.3960
33.00,415867,2022-03-30 20:59:09.4420
33.00,415901,2022-03-30 20:59:09.4760
33.00,415950,2022-03-30 20:59:09.5250
33.00,415997,2022-03-30 20:59:09.5710
33.00,416043,2022-03-30 20:59:09.6170
33.00,416089,2022-03-30 20:59:09.6630
33.00,416135,2022-03-30 20:59:09.7100
33.00,416182,2022-03-30 20:59:09.7560
33.00,416228,2022-03-30 20:59:09.8030
33.00,416272,2022-03-30 20:59:09.8470
33.00,416320,2022-03-30 20:59:09.8940
33.00,416366,2022-03-30 20:59:09.9410
38.00,416416,2022-03-30 20:59:09.9910
38.00,416463,2022-03-30 20:59:10.0370
38.00,416508,2022-03-30 20:59:10.0830
38.00,416552,2022-03-30 20:59:10.1260
38.00,416585,2022-03-30 20:59:10.1590
38.00,416613,2022-03-30 20:59:10.1870
38.00,416661,2022-03-30 20:59:10.2360
38.00,416707,2022-03-30 20:59:10.2820
38.00,416758,2022-03-30 20:59:10.3320
38.00,416807,2022-03-30 20:59:10.3820
38.00,416854,2022-03-30 20:59:10.4290
38.00,416904,2022-03-30 20:59:10.4780
38.00,416952,2022-03-30 20:59:10.5270
38.00,417000,2022-03-30 20:59:10.5740
38.00,417046,2022-03-30 20:59:10.6200
42.00,417093,2022-03-30 20:59:10.6680
42.00,417134,2022-03-30 20:59:10.7080
42.00,417161,2022-03-30 20:59:10.7360
42.00,417198,2022-03-30 20:59:10.7720
42.00,417244,2022-03-30 20:59:10.8190
42.00,417292,2022-03-30 20:59:10.8670
42.00,417339,2022-03-30 20:59:10.9140
42.00,417386,2022-03-30 20:59:10.9600
42.00,417432,2022-03-30 20:59:11.0070
42.00,417480,2022-03-30 20:59:11.0550
42.00,417528,2022-03-30 20:59:11.1030
42.00,417576,2022-03-30 20:59:11.1500
42.00,417622,2022-03-30 20:59:11.1970
42.00,417669,2022-03-30 20:59:11.2440
42.00,417712,2022-03-30 20:59:11.2870
42.00,417761,2022-03-30 20:59:11.3350
33.00,417811,2022-03-30 20:59:11.3850
33.00,417862,2022-03-30 20:59:11.4360
33.00,417908,2022-03-30 20:59:11.4820
33.00,417954,2022-03-30 20:59:11.5290
33.00,418001,2022-03-30 20:59:11.5760
33.00,418046,2022-03-30 20:59:11.6210
33.00,418094,2022-03-30 20:59:11.6690
33.00,418140,2022-03-30 20:59:11.7140
33.00,418197,2022-03-30 20:59:11.7720
33.00,418232,2022-03-30 20:59:11.8070
33.00,418278,2022-03-30 20:59:11.8530
33.00,418325,2022-03-30 20:59:11.8990
33.00,418372,2022-03-30 20:59:11.9470
33.00,418419,2022-03-30 20:59:11.9940
33.00,418462,2022-03-30 20:59:12.0370
35.00,418511,2022-03-30 20:59:12.0860
35.00,418559,2022-03-30 20:59:12.1330
35.00,418608,2022-03-30 20:59:12.1820
35.00,418655,2022-03-30 20:59:12.2300
35.00,418702,2022-03-30 20:59:12.2760
35.00,418749,2022-03-30 20:59:12.3230
35.00,418796,2022-03-30 20:59:12.3710
35.00,418841,2022-03-30 20:59:12.4160
35.00,418887,2022-03-30 20:59:12.4610
35.00,418934,2022-03-30 20:59:12.5080
35.00,418979,2022-03-30 20:59:12.5540
35.00,419026,2022-03-30 20:59:12.6010
35.00,419070,2022-03-30 20:59:12.6440
35.00,419117,2022-03-30 20:59:12.6920
35.00,419161,2022-03-30 20:59:12.7350
45.00,419196,2022-03-30 20:59:12.7700
45.00,419222,2022-03-30 20:59:12.7970
45.00,419250,2022-03-30 20:59:12.8250
45.00,419274,2022-03-30 20:59:12.8490
45.00,419301,2022-03-30 20:59:12.8750
45.00,419339,2022-03-30 20:59:12.9140
45.00,419387,2022-03-30 20:59:12.9610
45.00,419434,2022-03-30 20:59:13.0080
45.00,419482,2022-03-30 20:59:13.0560
45.00,419529,2022-03-30 20:59:13.1040
45.00,419576,2022-03-30 20:59:13.1500
45.00,419622,2022-03-30 20:59:13.1970
45.00,419669,2022-03-30 20:59:13.2440
45.00,419716,2022-03-30 20:59:13.2900
45.00,419773,2022-03-30 20:59:13.3470
45.00,419814,2022-03-30 20:59:13.3880
45.00,419858,2022-03-30 20:59:13.4320
33.00,419905,2022-03-30 20:59:13.4800
33.00,419951,2022-03-30 20:59:13.5250
33.00,419995,2022-03-30 20:59:13.5690
33.00,420039,2022-03-30 20:59:13.6140
33.00,420084,2022-03-30 20:59:13.6590
33.00,420133,2022-03-30 20:59:13.7070
33.00,420179,2022-03-30 20:59:13.7530
33.00,420225,2022-03-30 20:59:13.8000
33.00,420271,2022-03-30 20:59:13.8450
33.00,420321,2022-03-30 20:59:13.8960
33.00,420369,2022-03-30 20:59:13.9440
33.00,420416,2022-03-30 20:59:13.9900
33.00,420462,2022-03-30 20:59:14.0370
33.00,420509,2022-03-30 20:59:14.0840
33.00,420553,2022-03-30 20:59:14.1270
33.00,420607,2022-03-30 20:59:14.1820
33.00,420658,2022-03-30 20:59:14.2330
33.00,420705,2022-03-30 20:59:14.2800
33.00,420752,2022-03-30 20:59:14.3260
33.00,420796,2022-03-30 20:59:14.3710
33.00,420838,2022-03-30 20:59:14.4120
33.00,420883,2022-03-30 20:59:14.4580
33.00,420919,2022-03-30 20:59:14.4940
33.00,420951,2022-03-30 20:59:14.5250
33.00,420981,2022-03-30 20:59:14.5560
33.00,421022,2022-03-30 20:59:14.5960
33.00,421070,2022-03-30 20:59:14.6440
33.00,421116,2022-03-30 20:59:14.6900
33.00,421168,2022-03-30 20:59:14.7430
33.00,421211,2022-03-30 20:59:14.7860
33.00,421256,2022-03-30 20:59:14.8300
44.00,421304,2022-03-30 20:59:14.8780
44.00,421352,2022-03-30 20:59:14.9260
44.00,421396,2022-03-30 20:59:14.9700
44.00,421442,2022-03-30 20:59:15.0170
44.00,421489,2022-03-30 20:59:15.0640
44.00,421535,2022-03-30 20:59:15.1100
44.00,421581,2022-03-30 20:59:15.1560
44.00,421628,2022-03-30 20:59:15.2030
44.00,421676,2022-03-30 20:59:15.2500
44.00,421723,2022-03-30 20:59:15.2980
44.00,421769,2022-03-30 20:59:15.3440
44.00,421815,2022-03-30 20:59:15.3900
44.00,421862,2022-03-30 20:59:15.4370
44.00,421907,2022-03-30 20:59:15.4820
44.00,421957,2022-03-30 20:59:15.5310
35.00,422003,2022-03-30 20:59:15.5780
35.00,422052,2022-03-30 20:59:15.6270
35.00,422099,2022-03-30 20:59:15.6740
35.00,422142,2022-03-30 20:59:15.7170
35.00,422188,2022-03-30 20:59:15.7620
35.00,422233,2022-03-30 20:59:15.8080
35.00,422279,2022-03-30 20:59:15.8540
35.00,422326,2022-03-30 20:59:15.9000
35.00,422371,2022-03-30 20:59:15.9460
35.00,422420,2022-03-30 20:59:15.9940
35.00,422467,2022-03-30 20:59:16.0420
35.00,422517,2022-03-30 20:59:16.0910
35.00,422562,2022-03-30 20:59:16.1360
35.00,422606,2022-03-30 20:59:16.1810
35.00,422652,2022-03-30 20:59:16.2270
33.00,422698,2022-03-30 20:59:16.2720
33.00,422747,2022-03-30 20:59:16.3210
33.00,422794,2022-03-30 20:59:16.3680
33.00,422843,2022-03-30 20:59:16.4180
33.00,422885,2022-03-30 20:59:16.4590
33.00,422933,2022-03-30 20:59:16.5070
33.00,422980,2022-03-30 20:59:16.5540
33.00,423027,2022-03-30 20:59:16.6010
33.00,423074,2022-03-30 20:59:16.6480
33.00,423122,2022-03-30 20:59:16.6960
33.00,423170,2022-03-30 20:59:16.7440
33.00,423214,2022-03-30 20:59:16.7890
33.00,423251,2022-03-30 20:59:16.8260
33.00,423297,2022-03-30 20:59:16.8720
33.00,423347,2022-03-30 20:59:16.9220
40.00,423396,2022-03-30 20:59:16.9700
40.00,423445,2022-03-30 20:59:17.0190
40.00,423490,2022-03-30 20:59:17.0640
40.00,423537,2022-03-30 20:59:17.1120
40.00,423585,2022-03-30 20:59:17.1600
40.00,423632,2022-03-30 20:59:17.2060
40.00,423679,2022-03-30 20:59:17.2530
40.00,423736,2022-03-30 20:59:17.3110
40.00,423786,2022-03-30 20:59:17.3600
40.00,423831,2022-03-30 20:59:17.4050
40.00,423876,2022-03-30 20:59:17.4510
40.00,423924,2022-03-30 20:59:17.4980
40.00,423973,2022-03-30 20:59:17.5470
40.00,424018,2022-03-30 20:59:17.5930
40.00,424064,2022-03-30 20:59:17.6390
40.00,424113,2022-03-30 20:59:17.6870
40.00,424164,2022-03-30 20:59:17.7380
40.00,424208,2022-03-30 20:59:17.7820
40.00,424256,2022-03-30 20:59:17.8300
40.00,424302,2022-03-30 20:59:17.8760
40.00,424349,2022-03-30 20:59:17.9230
40.00,424395,2022-03-30 20:59:17.9690
40.00,424442,2022-03-30 20:59:18.0160
40.00,424488,2022-03-30 20:59:18.0630
40.00,424534,2022-03-30 20:59:18.1090
40.00,424582,2022-03-30 20:59:18.1560
40.00,424628,2022-03-30 20:59:18.2030
40.00,424676,2022-03-30 20:59:18.2500
40.00,424722,2022-03-30 20:59:18.2970
40.00,424772,2022-03-30 20:59:18.3460
33.00,424823,2022-03-30 20:59:18.3980
33.00,424872,2022-03-30 20:59:18.4460
33.00,424919,2022-03-30 20:59:18.4940
33.00,424966,2022-03-30 20:59:18.5410
33.00,425013,2022-03-30 20:59:18.5880
33.00,425060,2022-03-30 20:59:18.6350
33.00,425108,2022-03-30 20:59:18.6820
33.00,425156,2022-03-30 20:59:18.7300
33.00,425200,2022-03-30 20:59:18.7750
33.00,425239,2022-03-30 20:59:18.8140
33.00,425285,2022-03-30 20:59:18.8600
33.00,425325,2022-03-30 20:59:18.8990
33.00,425372,2022-03-30 20:59:18.9470
33.00,425419,2022-03-30 20:59:18.9940
33.00,425465,2022-03-30 20:59:19.0400
37.00,425512,2022-03-30 20:59:19.0860
37.00,425559,2022-03-30 20:59:19.1330
37.00,425607,2022-03-30 20:59:19.1820
37.00,425654,2022-03-30 20:59:19.2280
37.00,425698,2022-03-30 20:59:19.2730
37.00,425745,2022-03-30 20:59:19.3200
37.00,425792,2022-03-30 20:59:19.3660
37.00,425838,2022-03-30 20:59:19.4130
37.00,425884,2022-03-30 20:59:19.4590
37.00,425932,2022-03-30 20:59:19.5070
37.00,425978,2022-03-30 20:59:19.5530
37.00,426026,2022-03-30 20:59:19.6000
37.00,426075,2022-03-30 20:59:19.6500
37.00,426122,2022-03-30 20:59:19.6960
37.00,426169,2022-03-30 20:59:19.7440
43.00,426214,2022-03-30 20:59:19.7890
43.00,426262,2022-03-30 20:59:19.8370
43.00,426307,2022-03-30 20:59:19.8820
43.00,426355,2022-03-30 20:59:19.9290
43.00,426401,2022-03-30 20:59:19.9760
43.00,426447,2022-03-30 20:59:20.0210
43.00,426496,2022-03-30 20:59:20.0700
43.00,426539,2022-03-30 20:59:20.1130
43.00,426586,2022-03-30 20:59:20.1610
43.00,426632,2022-03-30 20:59:20.2070
43.00,426681,2022-03-30 20:59:20.2550
43.00,426728,2022-03-30 20:59:20.3020
43.00,426776,2022-03-30 20:59:20.3510
43.00,426826,2022-03-30 20:59:20.4010
43.00,426872,2022-03-30 20:59:20.4460
34.00,426922,2022-03-30 20:59:20.4970
34.00,426971,2022-03-30 20:59:20.5450
34.00,427019,2022-03-30 20:59:20.5930
34.00,427064,2022-03-30 20:59:20.6390
34.00,427110,2022-03-30 20:59:20.6850
34.00,427157,2022-03-30 20:59:20.7320
34.00,427216,2022-03-30 20:59:20.7900
34.00,427261,2022-03-30 20:59:20.8350
34.00,427308,2022-03-30 20:59:20.8830
34.00,427353,2022-03-30 20:59:20.9280
34.00,427387,2022-03-30 20:59:20.9610
34.00,427428,2022-03-30 20:59:21.0020
34.00,427473,2022-03-30 20:59:21.0480
34.00,427536,2022-03-30 20:59:21.1110
34.00,427583,2022-03-30 20:59:21.1570
34.00,427630,2022-03-30 20:59:21.2040
34.00,427677,2022-03-30 20:59:21.2520
34.00,427726,2022-03-30 20:59:21.3000
34.00,427773,2022-03-30 20:59:21.3480
34.00,427816,2022-03-30 20:59:21.3910
34.00,427864,2022-03-30 20:59:21.4380
34.00,427908,2022-03-30 20:59:21.4830
34.00,427957,2022-03-30 20:59:21.5310
34.00,428001,2022-03-30 20:59:21.5760
34.00,428047,2022-03-30 20:59:21.6210
34.00,428094,2022-03-30 20:59:21.6690
34.00,428140,2022-03-30 20:59:21.7140
34.00,428184,2022-03-30 20:59:21.7580
34.00,428231,2022-03-30 20:59:21.8060
34.00,428276,2022-03-30 20:59:21.8510
45.00,428336,2022-03-30 20:59:21.9100
45.00,428381,2022-03-30 20:59:21.9560
45.00,428417,2022-03-30 20:59:21.9920
45.00,428462,2022-03-30 20:59:22.0370
45.00,428508,2022-03-30 20:59:22.0830
45.00,428554,2022-03-30 20:59:22.1290
45.00,428601,2022-03-30 20:59:22.1760
45.00,428651,2022-03-30 20:59:22.2260
45.00,428700,2022-03-30 20:59:22.2740
45.00,428747,2022-03-30 20:59:22.3210
45.00,428794,2022-03-30 20:59:22.3680
45.00,428843,2022-03-30 20:59:22.4180
45.00,428889,2022-03-30 20:59:22.4640
45.00,428934,2022-03-30 20:59:22.5080
45.00,428978,2022-03-30 20:59:22.5530
34.00,429025,2022-03-30 20:59:22.6000
34.00,429074,2022-03-30 20:59:22.6480
34.00,429121,2022-03-30 20:59:22.6960
34.00,429168,2022-03-30 20:59:22.7420
34.00,429205,2022-03-30 20:59:22.7800
34.00,429237,2022-03-30 20:59:22.8120
34.00,429272,2022-03-30 20:59:22.8470
34.00,429306,2022-03-30 20:59:22.8800
34.00,429340,2022-03-30 20:59:22.9140
34.00,429372,2022-03-30 20:59:22.9470
34.00,429400,2022-03-30 20:59:22.9740
34.00,429449,2022-03-30 20:59:23.0240
34.00,429498,2022-03-30 20:59:23.0720
34.00,429530,2022-03-30 20:59:23.1040
34.00,429565,2022-03-30 20:59:23.1390
34.00,429612,2022-03-30 20:59:23.1860
34.00,429660,2022-03-30 20:59:23.2350
33.00,429706,2022-03-30 20:59:23.2810
33.00,429756,2022-03-30 20:59:23.3300
33.00,429799,2022-03-30 20:59:23.3740
33.00,429844,2022-03-30 20:59:23.4190
33.00,429893,2022-03-30 20:59:23.4670
33.00,429926,2022-03-30 20:59:23.5010
33.00,429958,2022-03-30 20:59:23.5320
33.00,429993,2022-03-30 20:59:23.5670
33.00,430034,2022-03-30 20:59:23.6080
33.00,430066,2022-03-30 20:59:23.6400
33.00,430112,2022-03-30 20:59:23.6870
33.00,430164,2022-03-30 20:59:23.7390
33.00,430209,2022-03-30 20:59:23.7830
33.00,430255,2022-03-30 20:59:23.8290
33.00,430302,2022-03-30 20:59:23.8760
33.00,430352,2022-03-30 20:59:23.9270
33.00,430399,2022-03-30 20:59:23.9740
44.00,430448,2022-03-30 20:59:24.0230
44.00,430495,2022-03-30 20:59:24.0690
44.00,430540,2022-03-30 20:59:24.1150
44.00,430587,2022-03-30 20:59:24.1610
44.00,430635,2022-03-30 20:59:24.2100
44.00,430682,2022-03-30 20:59:24.2570
44.00,430728,2022-03-30 20:59:24.3020
44.00,430772,2022-03-30 20:59:24.3470
44.00,430818,2022-03-30 20:59:24.3930
44.00,430865,2022-03-30 20:59:24.4390
44.00,430911,2022-03-30 20:59:24.4850
44.00,430943,2022-03-30 20:59:24.5180
44.00,430972,2022-03-30 20:59:24.5460
44.00,431008,2022-03-30 20:59:24.5830
44.00,431049,2022-03-30 20:59:24.6240
44.00,431077,2022-03-30 20:59:24.6520
37.00,431109,2022-03-30 20:59:24.6830
37.00,431138,2022-03-30 20:59:24.7120
37.00,431169,2022-03-30 20:59:24.7440
37.00,431205,2022-03-30 20:59:24.7800
37.00,431253,2022-03-30 20:59:24.8270
37.00,431298,2022-03-30 20:59:24.8730
37.00,431346,2022-03-30 20:59:24.9200
37.00,431386,2022-03-30 20:59:24.9600
37.00,431424,2022-03-30 20:59:24.9990
37.00,431470,2022-03-30 20:59:25.0450
37.00,431519,2022-03-30 20:59:25.0940
37.00,431568,2022-03-30 20:59:25.1420
37.00,431615,2022-03-30 20:59:25.1900
37.00,431662,2022-03-30 20:59:25.2370
37.00,431708,2022-03-30 20:59:25.2830
37.00,431755,2022-03-30 20:59:25.3290
37.00,431802,2022-03-30 20:59:25.3770
33.00,431852,2022-03-30 20:59:25.4260
33.00,431898,2022-03-30 20:59:25.4730
33.00,431943,2022-03-30 20:59:25.5180
33.00,431988,2022-03-30 20:59:25.5630
33.00,432032,2022-03-30 20:59:25.6070
33.00,432079,2022-03-30 20:59:25.6530
33.00,432123,2022-03-30 20:59:25.6970
33.00,432158,2022-03-30 20:59:25.7320
33.00,432199,2022-03-30 20:59:25.7730
33.00,432249,2022-03-30 20:59:25.8230
33.00,432294,2022-03-30 20:59:25.8690
33.00,432341,2022-03-30 20:59:25.9160
33.00,432389,2022-03-30 20:59:25.9630
33.00,432434,2022-03-30 20:59:26.0080
33.00,432487,2022-03-30 20:59:26.0610
40.00,432537,2022-03-30 20:59:26.1110
40.00,432586,2022-03-30 20:59:26.1610
40.00,432634,2022-03-30 20:59:26.2080
40.00,432680,2022-03-30 20:59:26.2550
40.00,432727,2022-03-30 20:59:26.3010
40.00,432776,2022-03-30 20:59:26.3500
40.00,432825,2022-03-30 20:59:26.3990
40.00,432872,2022-03-30 20:59:26.4460
40.00,432919,2022-03-30 20:59:26.4930
40.00,432966,2022-03-30 20:59:26.5410
40.00,433014,2022-03-30 20:59:26.5890
40.00,433061,2022-03-30 20:59:26.6360
40.00,433107,2022-03-30 20:59:26.6820
40.00,433155,2022-03-30 20:59:26.7300
40.00,433202,2022-03-30 20:59:26.7760
40.00,433251,2022-03-30 20:59:26.8250
40.00,433295,2022-03-30 20:59:26.8700
40.00,433341,2022-03-30 20:59:26.9160
40.00,433386,2022-03-30 20:59:26.9600
40.00,433432,2022-03-30 20:59:27.0060
40.00,433469,2022-03-30 20:59:27.0440
40.00,433515,2022-03-30 20:59:27.0900
40.00,433562,2022-03-30 20:59:27.1370
40.00,433609,2022-03-30 20:59:27.1840
40.00,433654,2022-03-30 20:59:27.2290
40.00,433700,2022-03-30 20:59:27.2750
40.00,433746,2022-03-30 20:59:27.3200
40.00,433792,2022-03-30 20:59:27.3670
40.00,433836,2022-03-30 20:59:27.4110
40.00,433879,2022-03-30 20:59:27.4530
33.00,433926,2022-03-30 20:59:27.5000
33.00,433973,2022-03-30 20:59:27.5480
33.00,434021,2022-03-30 20:59:27.5960
33.00,434067,2022-03-30 20:59:27.6420
33.00,434113,2022-03-30 20:59:27.6870
33.00,434159,2022-03-30 20:59:27.7330
33.00,434212,2022-03-30 20:59:27.7870
33.00,434258,2022-03-30 20:59:27.8330
33.00,434305,2022-03-30 20:59:27.8790
33.00,434353,2022-03-30 20:59:27.9280
33.00,434401,2022-03-30 20:59:27.9760
33.00,434448,2022-03-30 20:59:28.0230
33.00,434492,2022-03-30 20:59:28.0660
33.00,434538,2022-03-30 20:59:28.1120
33.00,434583,2022-03-30 20:59:28.1570
37.00,434631,2022-03-30 20:59:28.2060
37.00,434681,2022-03-30 20:59:28.2560
37.00,434728,2022-03-30 20:59:28.3020
37.00,434774,2022-03-30 20:59:28.3490
37.00,434822,2022-03-30 20:59:28.3960
37.00,434868,2022-03-30 20:59:28.4430
37.00,434915,2022-03-30 20:59:28.4890
37.00,434964,2022-03-30 20:59:28.5390
37.00,435011,2022-03-30 20:59:28.5860
37.00,435057,2022-03-30 20:59:28.6320
37.00,435107,2022-03-30 20:59:28.6810
37.00,435156,2022-03-30 20:59:28.7300
37.00,435204,2022-03-30 20:59:28.7780
37.00,435251,2022-03-30 20:59:28.8250
37.00,435297,2022-03-30 20:59:28.8710
43.00,435344,2022-03-30 20:59:28.9190
43.00,435392,2022-03-30 20:59:28.9660
43.00,435438,2022-03-30 20:59:29.0120
43.00,435484,2022-03-30 20:59:29.0590
43.00,435519,2022-03-30 20:59:29.0930
43.00,435564,2022-03-30 20:59:29.1380
43.00,435610,2022-03-30 20:59:29.1850
43.00,435661,2022-03-30 20:59:29.2350
43.00,435711,2022-03-30 20:59:29.2850
43.00,435759,2022-03-30 20:59:29.3330
43.00,435805,2022-03-30 20:59:29.3790
43.00,435853,2022-03-30 20:59:29.4280
43.00,435900,2022-03-30 20:59:29.4750
43.00,435947,2022-03-30 20:59:29.5220
43.00,435994,2022-03-30 20:59:29.5690
33.00,436042,2022-03-30 20:59:29.6160
33.00,436087,2022-03-30 20:59:29.6610
33.00,436130,2022-03-30 20:59:29.7050
33.00,436178,2022-03-30 20:59:29.7520
33.00,436225,2022-03-30 20:59:29.8000
33.00,436287,2022-03-30 20:59:29.8610
33.00,436333,2022-03-30 20:59:29.9070
