LIGHT (lux),Time sin`ce start in ms,YYYY-MO-DD HH-MI-SS.SSSS
86.00,884345,2022-04-05 14:48:58.1480
86.00,884376,2022-04-05 14:48:58.1790
86.00,884410,2022-04-05 14:48:58.2130
86.00,884446,2022-04-05 14:48:58.2490
86.00,884483,2022-04-05 14:48:58.2850
86.00,884518,2022-04-05 14:48:58.3210
86.00,884556,2022-04-05 14:48:58.3590
98.00,884594,2022-04-05 14:48:58.3960
98.00,884630,2022-04-05 14:48:58.4320
98.00,884667,2022-04-05 14:48:58.4690
98.00,884704,2022-04-05 14:48:58.5070
98.00,884740,2022-04-05 14:48:58.5430
98.00,884772,2022-04-05 14:48:58.5740
98.00,884808,2022-04-05 14:48:58.6110
98.00,884842,2022-04-05 14:48:58.6440
98.00,884878,2022-04-05 14:48:58.6800
98.00,884914,2022-04-05 14:48:58.7170
98.00,884945,2022-04-05 14:48:58.7480
98.00,884980,2022-04-05 14:48:58.7820
98.00,885020,2022-04-05 14:48:58.8230
98.00,885055,2022-04-05 14:48:58.8570
98.00,885093,2022-04-05 14:48:58.8960
98.00,885124,2022-04-05 14:48:58.9260
98.00,885162,2022-04-05 14:48:58.9650
98.00,885198,2022-04-05 14:48:59.0000
98.00,885240,2022-04-05 14:48:59.0420
98.00,885277,2022-04-05 14:48:59.0790
98.00,885310,2022-04-05 14:48:59.1120
98.00,885344,2022-04-05 14:48:59.1460
98.00,885379,2022-04-05 14:48:59.1810
98.00,885413,2022-04-05 14:48:59.2150
98.00,885451,2022-04-05 14:48:59.2530
98.00,885486,2022-04-05 14:48:59.2880
98.00,885523,2022-04-05 14:48:59.3250
98.00,885561,2022-04-05 14:48:59.3640
93.00,885595,2022-04-05 14:48:59.3980
93.00,885632,2022-04-05 14:48:59.4340
93.00,885666,2022-04-05 14:48:59.4680
93.00,885704,2022-04-05 14:48:59.5060
93.00,885742,2022-04-05 14:48:59.5440
93.00,885782,2022-04-05 14:48:59.5840
70.00,885821,2022-04-05 14:48:59.6230
70.00,885859,2022-04-05 14:48:59.6610
70.00,885898,2022-04-05 14:48:59.7010
70.00,885932,2022-04-05 14:48:59.7350
70.00,885972,2022-04-05 14:48:59.7740
70.00,886008,2022-04-05 14:48:59.8100
70.00,886041,2022-04-05 14:48:59.8440
70.00,886079,2022-04-05 14:48:59.8810
70.00,886113,2022-04-05 14:48:59.9150
70.00,886148,2022-04-05 14:48:59.9500
70.00,886178,2022-04-05 14:48:59.9800
70.00,886208,2022-04-05 14:49:00.0110
70.00,886244,2022-04-05 14:49:00.0460
70.00,886280,2022-04-05 14:49:00.0830
84.00,886315,2022-04-05 14:49:00.1180
84.00,886355,2022-04-05 14:49:00.1580
84.00,886392,2022-04-05 14:49:00.1940
84.00,886428,2022-04-05 14:49:00.2300
84.00,886462,2022-04-05 14:49:00.2640
84.00,886495,2022-04-05 14:49:00.2980
84.00,886531,2022-04-05 14:49:00.3330
98.00,886567,2022-04-05 14:49:00.3690
98.00,886599,2022-04-05 14:49:00.4010
98.00,886632,2022-04-05 14:49:00.4350
98.00,886669,2022-04-05 14:49:00.4720
98.00,886706,2022-04-05 14:49:00.5080
98.00,886743,2022-04-05 14:49:00.5460
98.00,886779,2022-04-05 14:49:00.5820
98.00,886817,2022-04-05 14:49:00.6190
98.00,886854,2022-04-05 14:49:00.6570
98.00,886890,2022-04-05 14:49:00.6930
98.00,886927,2022-04-05 14:49:00.7290
98.00,886960,2022-04-05 14:49:00.7630
98.00,886993,2022-04-05 14:49:00.7960
98.00,887031,2022-04-05 14:49:00.8340
98.00,887073,2022-04-05 14:49:00.8760
98.00,887110,2022-04-05 14:49:00.9130
98.00,887143,2022-04-05 14:49:00.9460
98.00,887179,2022-04-05 14:49:00.9810
98.00,887213,2022-04-05 14:49:01.0160
98.00,887251,2022-04-05 14:49:01.0530
98.00,887287,2022-04-05 14:49:01.0900
98.00,887317,2022-04-05 14:49:01.1200
98.00,887356,2022-04-05 14:49:01.1580
98.00,887393,2022-04-05 14:49:01.1960
98.00,887425,2022-04-05 14:49:01.2280
98.00,887459,2022-04-05 14:49:01.2610
98.00,887495,2022-04-05 14:49:01.2980
98.00,887532,2022-04-05 14:49:01.3340
94.00,887573,2022-04-05 14:49:01.3750
94.00,887610,2022-04-05 14:49:01.4120
94.00,887641,2022-04-05 14:49:01.4430
94.00,887677,2022-04-05 14:49:01.4790
94.00,887714,2022-04-05 14:49:01.5160
94.00,887747,2022-04-05 14:49:01.5490
94.00,887782,2022-04-05 14:49:01.5850
70.00,887823,2022-04-05 14:49:01.6250
70.00,887858,2022-04-05 14:49:01.6610
70.00,887897,2022-04-05 14:49:01.7000
70.00,887934,2022-04-05 14:49:01.7360
70.00,887968,2022-04-05 14:49:01.7710
70.00,888004,2022-04-05 14:49:01.8060
70.00,888040,2022-04-05 14:49:01.8430
70.00,888079,2022-04-05 14:49:01.8810
70.00,888116,2022-04-05 14:49:01.9190
70.00,888155,2022-04-05 14:49:01.9570
70.00,888186,2022-04-05 14:49:01.9880
70.00,888219,2022-04-05 14:49:02.0220
70.00,888257,2022-04-05 14:49:02.0600
70.00,888292,2022-04-05 14:49:02.0940
70.00,888323,2022-04-05 14:49:02.1250
82.00,888358,2022-04-05 14:49:02.1600
82.00,888397,2022-04-05 14:49:02.1990
82.00,888434,2022-04-05 14:49:02.2360
82.00,888471,2022-04-05 14:49:02.2730
82.00,888505,2022-04-05 14:49:02.3080
82.00,888543,2022-04-05 14:49:02.3460
98.00,888579,2022-04-05 14:49:02.3820
98.00,888614,2022-04-05 14:49:02.4160
98.00,888650,2022-04-05 14:49:02.4520
98.00,888684,2022-04-05 14:49:02.4860
98.00,888719,2022-04-05 14:49:02.5220
98.00,888757,2022-04-05 14:49:02.5600
98.00,888796,2022-04-05 14:49:02.5980
98.00,888830,2022-04-05 14:49:02.6320
98.00,888868,2022-04-05 14:49:02.6710
98.00,888906,2022-04-05 14:49:02.7080
98.00,888946,2022-04-05 14:49:02.7490
98.00,888972,2022-04-05 14:49:02.7740
98.00,889009,2022-04-05 14:49:02.8110
98.00,889044,2022-04-05 14:49:02.8460
98.00,889078,2022-04-05 14:49:02.8800
98.00,889122,2022-04-05 14:49:02.9240
98.00,889157,2022-04-05 14:49:02.9590
98.00,889192,2022-04-05 14:49:02.9940
98.00,889226,2022-04-05 14:49:03.0280
98.00,889259,2022-04-05 14:49:03.0620
98.00,889301,2022-04-05 14:49:03.1040
97.00,889337,2022-04-05 14:49:03.1390
97.00,889369,2022-04-05 14:49:03.1710
97.00,889404,2022-04-05 14:49:03.2060
97.00,889443,2022-04-05 14:49:03.2450
97.00,889473,2022-04-05 14:49:03.2750
97.00,889507,2022-04-05 14:49:03.3100
97.00,889546,2022-04-05 14:49:03.3490
96.00,889580,2022-04-05 14:49:03.3820
96.00,889617,2022-04-05 14:49:03.4200
96.00,889655,2022-04-05 14:49:03.4570
96.00,889692,2022-04-05 14:49:03.4940
96.00,889728,2022-04-05 14:49:03.5310
96.00,889768,2022-04-05 14:49:03.5700
96.00,889807,2022-04-05 14:49:03.6090
70.00,889841,2022-04-05 14:49:03.6440
70.00,889884,2022-04-05 14:49:03.6870
70.00,889912,2022-04-05 14:49:03.7140
70.00,889948,2022-04-05 14:49:03.7500
70.00,889982,2022-04-05 14:49:03.7850
70.00,890018,2022-04-05 14:49:03.8200
70.00,890059,2022-04-05 14:49:03.8610
70.00,890098,2022-04-05 14:49:03.9010
70.00,890132,2022-04-05 14:49:03.9340
70.00,890169,2022-04-05 14:49:03.9710
70.00,890198,2022-04-05 14:49:04.0010
70.00,890236,2022-04-05 14:49:04.0390
70.00,890273,2022-04-05 14:49:04.0760
70.00,890311,2022-04-05 14:49:04.1130
81.00,890345,2022-04-05 14:49:04.1470
81.00,890377,2022-04-05 14:49:04.1800
81.00,890413,2022-04-05 14:49:04.2160
81.00,890448,2022-04-05 14:49:04.2510
81.00,890488,2022-04-05 14:49:04.2900
81.00,890524,2022-04-05 14:49:04.3260
81.00,890557,2022-04-05 14:49:04.3590
98.00,890593,2022-04-05 14:49:04.3950
98.00,890630,2022-04-05 14:49:04.4330
98.00,890666,2022-04-05 14:49:04.4680
98.00,890705,2022-04-05 14:49:04.5070
98.00,890742,2022-04-05 14:49:04.5450
98.00,890774,2022-04-05 14:49:04.5770
98.00,890805,2022-04-05 14:49:04.6080
98.00,890842,2022-04-05 14:49:04.6440
98.00,890877,2022-04-05 14:49:04.6800
98.00,890916,2022-04-05 14:49:04.7180
98.00,890954,2022-04-05 14:49:04.7570
98.00,890990,2022-04-05 14:49:04.7920
98.00,891023,2022-04-05 14:49:04.8260
98.00,891065,2022-04-05 14:49:04.8680
98.00,891100,2022-04-05 14:49:04.9030
98.00,891135,2022-04-05 14:49:04.9370
98.00,891175,2022-04-05 14:49:04.9770
98.00,891209,2022-04-05 14:49:05.0110
98.00,891244,2022-04-05 14:49:05.0460
98.00,891277,2022-04-05 14:49:05.0800
98.00,891310,2022-04-05 14:49:05.1130
98.00,891345,2022-04-05 14:49:05.1480
98.00,891380,2022-04-05 14:49:05.1830
98.00,891412,2022-04-05 14:49:05.2140
98.00,891445,2022-04-05 14:49:05.2480
98.00,891482,2022-04-05 14:49:05.2850
98.00,891516,2022-04-05 14:49:05.3190
98.00,891555,2022-04-05 14:49:05.3580
98.00,891593,2022-04-05 14:49:05.3960
98.00,891627,2022-04-05 14:49:05.4290
98.00,891654,2022-04-05 14:49:05.4570
98.00,891690,2022-04-05 14:49:05.4920
98.00,891721,2022-04-05 14:49:05.5230
98.00,891758,2022-04-05 14:49:05.5610
98.00,891791,2022-04-05 14:49:05.5930
98.00,891822,2022-04-05 14:49:05.6240
70.00,891858,2022-04-05 14:49:05.6610
70.00,891898,2022-04-05 14:49:05.7010
70.00,891935,2022-04-05 14:49:05.7380
70.00,891976,2022-04-05 14:49:05.7780
70.00,892012,2022-04-05 14:49:05.8140
70.00,892046,2022-04-05 14:49:05.8480
70.00,892081,2022-04-05 14:49:05.8830
70.00,892120,2022-04-05 14:49:05.9230
70.00,892156,2022-04-05 14:49:05.9590
70.00,892196,2022-04-05 14:49:05.9990
70.00,892233,2022-04-05 14:49:06.0350
70.00,892269,2022-04-05 14:49:06.0710
70.00,892305,2022-04-05 14:49:06.1080
78.00,892345,2022-04-05 14:49:06.1480
78.00,892379,2022-04-05 14:49:06.1810
78.00,892411,2022-04-05 14:49:06.2140
78.00,892447,2022-04-05 14:49:06.2500
78.00,892483,2022-04-05 14:49:06.2860
78.00,892519,2022-04-05 14:49:06.3210
78.00,892556,2022-04-05 14:49:06.3580
97.00,892592,2022-04-05 14:49:06.3940
97.00,892627,2022-04-05 14:49:06.4290
97.00,892664,2022-04-05 14:49:06.4660
97.00,892697,2022-04-05 14:49:06.4990
97.00,892739,2022-04-05 14:49:06.5410
97.00,892779,2022-04-05 14:49:06.5820
97.00,892814,2022-04-05 14:49:06.6160
97.00,892850,2022-04-05 14:49:06.6520
97.00,892887,2022-04-05 14:49:06.6900
97.00,892921,2022-04-05 14:49:06.7240
97.00,892957,2022-04-05 14:49:06.7600
97.00,892995,2022-04-05 14:49:06.7980
97.00,893029,2022-04-05 14:49:06.8320
97.00,893065,2022-04-05 14:49:06.8680
97.00,893103,2022-04-05 14:49:06.9050
97.00,893137,2022-04-05 14:49:06.9390
97.00,893170,2022-04-05 14:49:06.9720
97.00,893205,2022-04-05 14:49:07.0080
97.00,893241,2022-04-05 14:49:07.0440
97.00,893281,2022-04-05 14:49:07.0830
97.00,893323,2022-04-05 14:49:07.1250
97.00,893363,2022-04-05 14:49:07.1650
97.00,893399,2022-04-05 14:49:07.2020
97.00,893432,2022-04-05 14:49:07.2340
97.00,893468,2022-04-05 14:49:07.2700
97.00,893503,2022-04-05 14:49:07.3050
97.00,893538,2022-04-05 14:49:07.3410
97.00,893575,2022-04-05 14:49:07.3770
97.00,893613,2022-04-05 14:49:07.4150
97.00,893647,2022-04-05 14:49:07.4490
97.00,893682,2022-04-05 14:49:07.4850
97.00,893715,2022-04-05 14:49:07.5180
97.00,893755,2022-04-05 14:49:07.5570
97.00,893792,2022-04-05 14:49:07.5940
97.00,893826,2022-04-05 14:49:07.6290
71.00,893861,2022-04-05 14:49:07.6640
71.00,893898,2022-04-05 14:49:07.7010
71.00,893936,2022-04-05 14:49:07.7390
71.00,893972,2022-04-05 14:49:07.7740
71.00,894012,2022-04-05 14:49:07.8140
71.00,894044,2022-04-05 14:49:07.8460
71.00,894078,2022-04-05 14:49:07.8800
70.00,894122,2022-04-05 14:49:07.9240
70.00,894159,2022-04-05 14:49:07.9620
70.00,894197,2022-04-05 14:49:08.0000
70.00,894237,2022-04-05 14:49:08.0390
70.00,894275,2022-04-05 14:49:08.0780
70.00,894311,2022-04-05 14:49:08.1140
77.00,894350,2022-04-05 14:49:08.1530
77.00,894385,2022-04-05 14:49:08.1870
77.00,894416,2022-04-05 14:49:08.2190
77.00,894455,2022-04-05 14:49:08.2570
77.00,894490,2022-04-05 14:49:08.2930
77.00,894526,2022-04-05 14:49:08.3280
77.00,894565,2022-04-05 14:49:08.3670
77.00,894592,2022-04-05 14:49:08.3950
98.00,894627,2022-04-05 14:49:08.4300
98.00,894662,2022-04-05 14:49:08.4640
98.00,894698,2022-04-05 14:49:08.5010
98.00,894731,2022-04-05 14:49:08.5340
98.00,894774,2022-04-05 14:49:08.5770
98.00,894810,2022-04-05 14:49:08.6130
98.00,894847,2022-04-05 14:49:08.6490
98.00,894884,2022-04-05 14:49:08.6860
98.00,894920,2022-04-05 14:49:08.7230
98.00,894953,2022-04-05 14:49:08.7550
98.00,894990,2022-04-05 14:49:08.7930
98.00,895026,2022-04-05 14:49:08.8280
98.00,895059,2022-04-05 14:49:08.8610
98.00,895096,2022-04-05 14:49:08.8990
98.00,895133,2022-04-05 14:49:08.9350
98.00,895169,2022-04-05 14:49:08.9720
98.00,895210,2022-04-05 14:49:09.0130
98.00,895243,2022-04-05 14:49:09.0460
98.00,895279,2022-04-05 14:49:09.0820
98.00,895316,2022-04-05 14:49:09.1180
98.00,895351,2022-04-05 14:49:09.1540
98.00,895387,2022-04-05 14:49:09.1900
98.00,895420,2022-04-05 14:49:09.2220
98.00,895452,2022-04-05 14:49:09.2550
98.00,895487,2022-04-05 14:49:09.2890
98.00,895524,2022-04-05 14:49:09.3270
98.00,895557,2022-04-05 14:49:09.3590
98.00,895592,2022-04-05 14:49:09.3950
98.00,895628,2022-04-05 14:49:09.4300
98.00,895662,2022-04-05 14:49:09.4650
98.00,895696,2022-04-05 14:49:09.4980
98.00,895733,2022-04-05 14:49:09.5350
98.00,895766,2022-04-05 14:49:09.5690
98.00,895809,2022-04-05 14:49:09.6120
98.00,895847,2022-04-05 14:49:09.6490
73.00,895883,2022-04-05 14:49:09.6850
73.00,895915,2022-04-05 14:49:09.7180
73.00,895953,2022-04-05 14:49:09.7550
73.00,895991,2022-04-05 14:49:09.7940
73.00,896030,2022-04-05 14:49:09.8330
73.00,896063,2022-04-05 14:49:09.8660
73.00,896098,2022-04-05 14:49:09.9010
70.00,896135,2022-04-05 14:49:09.9370
70.00,896169,2022-04-05 14:49:09.9710
70.00,896203,2022-04-05 14:49:10.0050
70.00,896239,2022-04-05 14:49:10.0420
70.00,896277,2022-04-05 14:49:10.0790
70.00,896316,2022-04-05 14:49:10.1180
75.00,896358,2022-04-05 14:49:10.1600
75.00,896396,2022-04-05 14:49:10.1980
75.00,896425,2022-04-05 14:49:10.2280
75.00,896459,2022-04-05 14:49:10.2620
75.00,896494,2022-04-05 14:49:10.2970
75.00,896530,2022-04-05 14:49:10.3330
75.00,896567,2022-04-05 14:49:10.3690
98.00,896607,2022-04-05 14:49:10.4090
98.00,896646,2022-04-05 14:49:10.4490
98.00,896683,2022-04-05 14:49:10.4850
98.00,896719,2022-04-05 14:49:10.5210
98.00,896753,2022-04-05 14:49:10.5550
98.00,896793,2022-04-05 14:49:10.5950
98.00,896828,2022-04-05 14:49:10.6300
98.00,896863,2022-04-05 14:49:10.6650
98.00,896898,2022-04-05 14:49:10.7010
98.00,896933,2022-04-05 14:49:10.7350
98.00,896969,2022-04-05 14:49:10.7720
98.00,897007,2022-04-05 14:49:10.8100
98.00,897041,2022-04-05 14:49:10.8440
98.00,897077,2022-04-05 14:49:10.8790
98.00,897112,2022-04-05 14:49:10.9140
98.00,897145,2022-04-05 14:49:10.9480
98.00,897183,2022-04-05 14:49:10.9860
98.00,897219,2022-04-05 14:49:11.0220
98.00,897251,2022-04-05 14:49:11.0530
98.00,897285,2022-04-05 14:49:11.0880
98.00,897322,2022-04-05 14:49:11.1250
98.00,897354,2022-04-05 14:49:11.1570
98.00,897381,2022-04-05 14:49:11.1830
98.00,897414,2022-04-05 14:49:11.2170
98.00,897446,2022-04-05 14:49:11.2480
98.00,897476,2022-04-05 14:49:11.2790
98.00,897512,2022-04-05 14:49:11.3150
98.00,897549,2022-04-05 14:49:11.3510
98.00,897587,2022-04-05 14:49:11.3890
98.00,897627,2022-04-05 14:49:11.4300
98.00,897661,2022-04-05 14:49:11.4640
98.00,897700,2022-04-05 14:49:11.5020
98.00,897739,2022-04-05 14:49:11.5420
98.00,897774,2022-04-05 14:49:11.5770
98.00,897811,2022-04-05 14:49:11.6140
98.00,897847,2022-04-05 14:49:11.6500
74.00,897883,2022-04-05 14:49:11.6860
74.00,897922,2022-04-05 14:49:11.7250
74.00,897958,2022-04-05 14:49:11.7610
74.00,897995,2022-04-05 14:49:11.7980
74.00,898032,2022-04-05 14:49:11.8340
74.00,898072,2022-04-05 14:49:11.8740
74.00,898106,2022-04-05 14:49:11.9080
70.00,898142,2022-04-05 14:49:11.9450
70.00,898177,2022-04-05 14:49:11.9800
70.00,898212,2022-04-05 14:49:12.0140
70.00,898244,2022-04-05 14:49:12.0470
70.00,898283,2022-04-05 14:49:12.0860
70.00,898321,2022-04-05 14:49:12.1230
70.00,898359,2022-04-05 14:49:12.1610
74.00,898396,2022-04-05 14:49:12.1980
74.00,898432,2022-04-05 14:49:12.2340
74.00,898460,2022-04-05 14:49:12.2630
74.00,898494,2022-04-05 14:49:12.2960
74.00,898529,2022-04-05 14:49:12.3310
74.00,898563,2022-04-05 14:49:12.3660
74.00,898600,2022-04-05 14:49:12.4030
97.00,898637,2022-04-05 14:49:12.4400
97.00,898671,2022-04-05 14:49:12.4730
97.00,898708,2022-04-05 14:49:12.5100
97.00,898744,2022-04-05 14:49:12.5460
97.00,898781,2022-04-05 14:49:12.5830
97.00,898822,2022-04-05 14:49:12.6250
97.00,898859,2022-04-05 14:49:12.6610
97.00,898900,2022-04-05 14:49:12.7030
97.00,898941,2022-04-05 14:49:12.7440
97.00,898971,2022-04-05 14:49:12.7740
97.00,899008,2022-04-05 14:49:12.8110
97.00,899045,2022-04-05 14:49:12.8470
97.00,899079,2022-04-05 14:49:12.8820
97.00,899116,2022-04-05 14:49:12.9190
97.00,899153,2022-04-05 14:49:12.9550
97.00,899184,2022-04-05 14:49:12.9860
97.00,899219,2022-04-05 14:49:13.0220
97.00,899253,2022-04-05 14:49:13.0550
97.00,899290,2022-04-05 14:49:13.0920
97.00,899327,2022-04-05 14:49:13.1300
97.00,899363,2022-04-05 14:49:13.1650
97.00,899397,2022-04-05 14:49:13.2000
97.00,899428,2022-04-05 14:49:13.2310
97.00,899459,2022-04-05 14:49:13.2610
97.00,899491,2022-04-05 14:49:13.2940
97.00,899530,2022-04-05 14:49:13.3320
97.00,899565,2022-04-05 14:49:13.3680
97.00,899601,2022-04-05 14:49:13.4030
97.00,899644,2022-04-05 14:49:13.4460
97.00,899678,2022-04-05 14:49:13.4810
97.00,899713,2022-04-05 14:49:13.5150
97.00,899754,2022-04-05 14:49:13.5560
97.00,899782,2022-04-05 14:49:13.5840
97.00,899822,2022-04-05 14:49:13.6240
97.00,899860,2022-04-05 14:49:13.6630
76.00,899894,2022-04-05 14:49:13.6960
76.00,899930,2022-04-05 14:49:13.7320
76.00,899966,2022-04-05 14:49:13.7680
76.00,900006,2022-04-05 14:49:13.8080
76.00,900040,2022-04-05 14:49:13.8430
76.00,900070,2022-04-05 14:49:13.8730
76.00,900109,2022-04-05 14:49:13.9120
70.00,900146,2022-04-05 14:49:13.9480
70.00,900182,2022-04-05 14:49:13.9850
70.00,900216,2022-04-05 14:49:14.0180
70.00,900254,2022-04-05 14:49:14.0570
70.00,900296,2022-04-05 14:49:14.0990
70.00,900332,2022-04-05 14:49:14.1340
72.00,900371,2022-04-05 14:49:14.1740
72.00,900412,2022-04-05 14:49:14.2140
72.00,900446,2022-04-05 14:49:14.2480
72.00,900482,2022-04-05 14:49:14.2850
72.00,900522,2022-04-05 14:49:14.3240
72.00,900554,2022-04-05 14:49:14.3570
72.00,900591,2022-04-05 14:49:14.3940
98.00,900630,2022-04-05 14:49:14.4320
98.00,900670,2022-04-05 14:49:14.4720
98.00,900706,2022-04-05 14:49:14.5080
98.00,900743,2022-04-05 14:49:14.5460
98.00,900778,2022-04-05 14:49:14.5810
98.00,900815,2022-04-05 14:49:14.6170
98.00,900856,2022-04-05 14:49:14.6580
98.00,900893,2022-04-05 14:49:14.6960
98.00,900929,2022-04-05 14:49:14.7310
98.00,900969,2022-04-05 14:49:14.7710
98.00,900999,2022-04-05 14:49:14.8010
98.00,901032,2022-04-05 14:49:14.8350
98.00,901068,2022-04-05 14:49:14.8710
98.00,901107,2022-04-05 14:49:14.9100
98.00,901142,2022-04-05 14:49:14.9440
98.00,901175,2022-04-05 14:49:14.9780
98.00,901211,2022-04-05 14:49:15.0130
98.00,901246,2022-04-05 14:49:15.0480
98.00,901281,2022-04-05 14:49:15.0840
98.00,901322,2022-04-05 14:49:15.1250
98.00,901360,2022-04-05 14:49:15.1630
98.00,901396,2022-04-05 14:49:15.1990
98.00,901430,2022-04-05 14:49:15.2320
98.00,901459,2022-04-05 14:49:15.2610
98.00,901490,2022-04-05 14:49:15.2930
98.00,901529,2022-04-05 14:49:15.3320
98.00,901563,2022-04-05 14:49:15.3650
98.00,901599,2022-04-05 14:49:15.4010
98.00,901636,2022-04-05 14:49:15.4390
98.00,901668,2022-04-05 14:49:15.4710
98.00,901704,2022-04-05 14:49:15.5070
98.00,901741,2022-04-05 14:49:15.5430
98.00,901778,2022-04-05 14:49:15.5810
98.00,901814,2022-04-05 14:49:15.6170
98.00,901847,2022-04-05 14:49:15.6490
78.00,901881,2022-04-05 14:49:15.6830
78.00,901921,2022-04-05 14:49:15.7230
78.00,901958,2022-04-05 14:49:15.7600
78.00,901990,2022-04-05 14:49:15.7920
78.00,902027,2022-04-05 14:49:15.8290
78.00,902060,2022-04-05 14:49:15.8630
78.00,902096,2022-04-05 14:49:15.8990
70.00,902132,2022-04-05 14:49:15.9340
70.00,902163,2022-04-05 14:49:15.9650
70.00,902201,2022-04-05 14:49:16.0030
70.00,902237,2022-04-05 14:49:16.0390
70.00,902273,2022-04-05 14:49:16.0760
70.00,902313,2022-04-05 14:49:16.1160
70.00,902350,2022-04-05 14:49:16.1520
70.00,902383,2022-04-05 14:49:16.1850
70.00,902413,2022-04-05 14:49:16.2150
70.00,902445,2022-04-05 14:49:16.2480
70.00,902482,2022-04-05 14:49:16.2840
70.00,902511,2022-04-05 14:49:16.3130
70.00,902551,2022-04-05 14:49:16.3530
70.00,902586,2022-04-05 14:49:16.3890
70.00,902624,2022-04-05 14:49:16.4270
97.00,902664,2022-04-05 14:49:16.4670
97.00,902705,2022-04-05 14:49:16.5080
97.00,902744,2022-04-05 14:49:16.5460
97.00,902776,2022-04-05 14:49:16.5780
97.00,902808,2022-04-05 14:49:16.6100
97.00,902842,2022-04-05 14:49:16.6440
97.00,902880,2022-04-05 14:49:16.6820
97.00,902919,2022-04-05 14:49:16.7210
97.00,902957,2022-04-05 14:49:16.7590
97.00,902995,2022-04-05 14:49:16.7980
97.00,903029,2022-04-05 14:49:16.8320
97.00,903065,2022-04-05 14:49:16.8670
97.00,903095,2022-04-05 14:49:16.8970
97.00,903125,2022-04-05 14:49:16.9270
97.00,903155,2022-04-05 14:49:16.9580
97.00,903185,2022-04-05 14:49:16.9870
97.00,903216,2022-04-05 14:49:17.0180
97.00,903246,2022-04-05 14:49:17.0490
97.00,903275,2022-04-05 14:49:17.0770
97.00,903306,2022-04-05 14:49:17.1090
97.00,903335,2022-04-05 14:49:17.1380
97.00,903370,2022-04-05 14:49:17.1730
97.00,903407,2022-04-05 14:49:17.2100
97.00,903442,2022-04-05 14:49:17.2440
97.00,903473,2022-04-05 14:49:17.2750
97.00,903507,2022-04-05 14:49:17.3100
97.00,903541,2022-04-05 14:49:17.3440
97.00,903580,2022-04-05 14:49:17.3820
97.00,903618,2022-04-05 14:49:17.4210
97.00,903657,2022-04-05 14:49:17.4600
97.00,903697,2022-04-05 14:49:17.4990
97.00,903732,2022-04-05 14:49:17.5350
97.00,903772,2022-04-05 14:49:17.5750
97.00,903809,2022-04-05 14:49:17.6120
97.00,903841,2022-04-05 14:49:17.6430
97.00,903878,2022-04-05 14:49:17.6810
78.00,903913,2022-04-05 14:49:17.7150
78.00,903947,2022-04-05 14:49:17.7500
78.00,903982,2022-04-05 14:49:17.7840
78.00,904022,2022-04-05 14:49:17.8250
78.00,904057,2022-04-05 14:49:17.8590
78.00,904096,2022-04-05 14:49:17.8980
70.00,904136,2022-04-05 14:49:17.9380
70.00,904168,2022-04-05 14:49:17.9710
70.00,904204,2022-04-05 14:49:18.0070
70.00,904240,2022-04-05 14:49:18.0430
70.00,904276,2022-04-05 14:49:18.0790
70.00,904312,2022-04-05 14:49:18.1150
70.00,904356,2022-04-05 14:49:18.1580
70.00,904392,2022-04-05 14:49:18.1940
70.00,904428,2022-04-05 14:49:18.2300
70.00,904460,2022-04-05 14:49:18.2630
70.00,904495,2022-04-05 14:49:18.2980
70.00,904531,2022-04-05 14:49:18.3340
70.00,904572,2022-04-05 14:49:18.3750
70.00,904611,2022-04-05 14:49:18.4140
96.00,904648,2022-04-05 14:49:18.4510
96.00,904682,2022-04-05 14:49:18.4850
96.00,904718,2022-04-05 14:49:18.5200
96.00,904755,2022-04-05 14:49:18.5570
96.00,904792,2022-04-05 14:49:18.5940
96.00,904828,2022-04-05 14:49:18.6310
96.00,904868,2022-04-05 14:49:18.6700
96.00,904904,2022-04-05 14:49:18.7060
96.00,904938,2022-04-05 14:49:18.7410
96.00,904976,2022-04-05 14:49:18.7790
96.00,905017,2022-04-05 14:49:18.8200
96.00,905045,2022-04-05 14:49:18.8470
96.00,905080,2022-04-05 14:49:18.8830
96.00,905117,2022-04-05 14:49:18.9190
96.00,905156,2022-04-05 14:49:18.9590
96.00,905186,2022-04-05 14:49:18.9890
96.00,905220,2022-04-05 14:49:19.0230
96.00,905247,2022-04-05 14:49:19.0500
96.00,905281,2022-04-05 14:49:19.0840
96.00,905316,2022-04-05 14:49:19.1180
96.00,905355,2022-04-05 14:49:19.1580
96.00,905393,2022-04-05 14:49:19.1950
96.00,905432,2022-04-05 14:49:19.2350
96.00,905466,2022-04-05 14:49:19.2680
96.00,905497,2022-04-05 14:49:19.3000
96.00,905539,2022-04-05 14:49:19.3410
96.00,905575,2022-04-05 14:49:19.3780
96.00,905614,2022-04-05 14:49:19.4170
96.00,905652,2022-04-05 14:49:19.4540
96.00,905689,2022-04-05 14:49:19.4920
96.00,905724,2022-04-05 14:49:19.5270
96.00,905761,2022-04-05 14:49:19.5630
96.00,905796,2022-04-05 14:49:19.5980
96.00,905828,2022-04-05 14:49:19.6300
96.00,905863,2022-04-05 14:49:19.6650
81.00,905905,2022-04-05 14:49:19.7080
81.00,905945,2022-04-05 14:49:19.7470
81.00,905980,2022-04-05 14:49:19.7830
81.00,906015,2022-04-05 14:49:19.8180
81.00,906050,2022-04-05 14:49:19.8520
