LIGHT (lux),Time sin`ce start in ms,YYYY-MO-DD HH-MI-SS.SSSS
98.00,69072,2022-04-05 14:35:22.8750
98.00,69111,2022-04-05 14:35:22.9140
98.00,69150,2022-04-05 14:35:22.9530
98.00,69182,2022-04-05 14:35:22.9850
98.00,69217,2022-04-05 14:35:23.0200
98.00,69254,2022-04-05 14:35:23.0570
98.00,69286,2022-04-05 14:35:23.0880
98.00,69321,2022-04-05 14:35:23.1230
98.00,69356,2022-04-05 14:35:23.1590
98.00,69395,2022-04-05 14:35:23.1980
98.00,69431,2022-04-05 14:35:23.2330
98.00,69469,2022-04-05 14:35:23.2720
98.00,69503,2022-04-05 14:35:23.3060
98.00,69546,2022-04-05 14:35:23.3480
96.00,69582,2022-04-05 14:35:23.3850
96.00,69617,2022-04-05 14:35:23.4200
96.00,69654,2022-04-05 14:35:23.4570
96.00,69690,2022-04-05 14:35:23.4930
96.00,69723,2022-04-05 14:35:23.5260
96.00,69763,2022-04-05 14:35:23.5660
96.00,69802,2022-04-05 14:35:23.6050
71.00,69835,2022-04-05 14:35:23.6380
71.00,69867,2022-04-05 14:35:23.6700
71.00,69905,2022-04-05 14:35:23.7080
71.00,69939,2022-04-05 14:35:23.7410
71.00,69980,2022-04-05 14:35:23.7830
71.00,70021,2022-04-05 14:35:23.8230
71.00,70054,2022-04-05 14:35:23.8560
71.00,70087,2022-04-05 14:35:23.8890
71.00,70123,2022-04-05 14:35:23.9250
71.00,70155,2022-04-05 14:35:23.9580
71.00,70189,2022-04-05 14:35:23.9910
71.00,70229,2022-04-05 14:35:24.0310
71.00,70265,2022-04-05 14:35:24.0670
83.00,70307,2022-04-05 14:35:24.1100
83.00,70344,2022-04-05 14:35:24.1460
83.00,70377,2022-04-05 14:35:24.1800
83.00,70417,2022-04-05 14:35:24.2200
83.00,70454,2022-04-05 14:35:24.2560
83.00,70488,2022-04-05 14:35:24.2900
83.00,70523,2022-04-05 14:35:24.3250
100.00,70558,2022-04-05 14:35:24.3610
100.00,70598,2022-04-05 14:35:24.4010
100.00,70636,2022-04-05 14:35:24.4380
100.00,70675,2022-04-05 14:35:24.4770
100.00,70709,2022-04-05 14:35:24.5110
100.00,70743,2022-04-05 14:35:24.5450
100.00,70776,2022-04-05 14:35:24.5790
100.00,70810,2022-04-05 14:35:24.6130
100.00,70843,2022-04-05 14:35:24.6450
100.00,70877,2022-04-05 14:35:24.6800
100.00,70911,2022-04-05 14:35:24.7140
100.00,70946,2022-04-05 14:35:24.7490
100.00,70983,2022-04-05 14:35:24.7860
100.00,71016,2022-04-05 14:35:24.8180
100.00,71048,2022-04-05 14:35:24.8500
100.00,71086,2022-04-05 14:35:24.8890
100.00,71121,2022-04-05 14:35:24.9230
100.00,71162,2022-04-05 14:35:24.9640
100.00,71202,2022-04-05 14:35:25.0040
100.00,71236,2022-04-05 14:35:25.0380
100.00,71271,2022-04-05 14:35:25.0730
100.00,71308,2022-04-05 14:35:25.1110
100.00,71345,2022-04-05 14:35:25.1470
100.00,71381,2022-04-05 14:35:25.1840
100.00,71418,2022-04-05 14:35:25.2200
100.00,71453,2022-04-05 14:35:25.2550
100.00,71488,2022-04-05 14:35:25.2910
100.00,71525,2022-04-05 14:35:25.3270
99.00,71563,2022-04-05 14:35:25.3650
99.00,71605,2022-04-05 14:35:25.4070
99.00,71641,2022-04-05 14:35:25.4430
99.00,71673,2022-04-05 14:35:25.4750
99.00,71701,2022-04-05 14:35:25.5040
99.00,71739,2022-04-05 14:35:25.5410
99.00,71773,2022-04-05 14:35:25.5750
71.00,71814,2022-04-05 14:35:25.6160
71.00,71852,2022-04-05 14:35:25.6550
71.00,71882,2022-04-05 14:35:25.6850
71.00,71916,2022-04-05 14:35:25.7190
71.00,71945,2022-04-05 14:35:25.7470
71.00,71982,2022-04-05 14:35:25.7840
71.00,72019,2022-04-05 14:35:25.8220
71.00,72056,2022-04-05 14:35:25.8580
71.00,72092,2022-04-05 14:35:25.8950
71.00,72133,2022-04-05 14:35:25.9350
71.00,72169,2022-04-05 14:35:25.9720
71.00,72202,2022-04-05 14:35:26.0050
71.00,72238,2022-04-05 14:35:26.0400
71.00,72280,2022-04-05 14:35:26.0820
81.00,72315,2022-04-05 14:35:26.1170
81.00,72350,2022-04-05 14:35:26.1520
81.00,72386,2022-04-05 14:35:26.1890
81.00,72420,2022-04-05 14:35:26.2230
81.00,72456,2022-04-05 14:35:26.2580
81.00,72492,2022-04-05 14:35:26.2940
81.00,72521,2022-04-05 14:35:26.3240
81.00,72557,2022-04-05 14:35:26.3600
99.00,72596,2022-04-05 14:35:26.3990
99.00,72631,2022-04-05 14:35:26.4330
99.00,72667,2022-04-05 14:35:26.4700
99.00,72703,2022-04-05 14:35:26.5050
99.00,72737,2022-04-05 14:35:26.5400
99.00,72771,2022-04-05 14:35:26.5740
99.00,72808,2022-04-05 14:35:26.6110
98.00,72845,2022-04-05 14:35:26.6480
98.00,72882,2022-04-05 14:35:26.6840
98.00,72915,2022-04-05 14:35:26.7180
98.00,72947,2022-04-05 14:35:26.7500
98.00,72985,2022-04-05 14:35:26.7870
98.00,73021,2022-04-05 14:35:26.8240
98.00,73056,2022-04-05 14:35:26.8580
99.00,73095,2022-04-05 14:35:26.8980
99.00,73145,2022-04-05 14:35:26.9470
99.00,73179,2022-04-05 14:35:26.9810
99.00,73216,2022-04-05 14:35:27.0180
99.00,73251,2022-04-05 14:35:27.0540
99.00,73286,2022-04-05 14:35:27.0880
99.00,73321,2022-04-05 14:35:27.1240
99.00,73363,2022-04-05 14:35:27.1660
99.00,73400,2022-04-05 14:35:27.2030
99.00,73438,2022-04-05 14:35:27.2400
99.00,73472,2022-04-05 14:35:27.2750
99.00,73511,2022-04-05 14:35:27.3140
99.00,73547,2022-04-05 14:35:27.3490
98.00,73583,2022-04-05 14:35:27.3860
98.00,73619,2022-04-05 14:35:27.4210
98.00,73655,2022-04-05 14:35:27.4580
98.00,73688,2022-04-05 14:35:27.4910
98.00,73724,2022-04-05 14:35:27.5260
98.00,73764,2022-04-05 14:35:27.5660
98.00,73798,2022-04-05 14:35:27.6000
72.00,73837,2022-04-05 14:35:27.6390
72.00,73876,2022-04-05 14:35:27.6780
72.00,73909,2022-04-05 14:35:27.7110
72.00,73933,2022-04-05 14:35:27.7360
72.00,73964,2022-04-05 14:35:27.7670
72.00,74001,2022-04-05 14:35:27.8030
72.00,74034,2022-04-05 14:35:27.8360
72.00,74062,2022-04-05 14:35:27.8640
71.00,74098,2022-04-05 14:35:27.9000
71.00,74135,2022-04-05 14:35:27.9370
71.00,74171,2022-04-05 14:35:27.9740
71.00,74213,2022-04-05 14:35:28.0160
71.00,74250,2022-04-05 14:35:28.0530
71.00,74285,2022-04-05 14:35:28.0880
71.00,74320,2022-04-05 14:35:28.1220
79.00,74352,2022-04-05 14:35:28.1550
79.00,74389,2022-04-05 14:35:28.1910
79.00,74425,2022-04-05 14:35:28.2270
79.00,74457,2022-04-05 14:35:28.2590
79.00,74493,2022-04-05 14:35:28.2960
79.00,74529,2022-04-05 14:35:28.3320
79.00,74568,2022-04-05 14:35:28.3700
99.00,74606,2022-04-05 14:35:28.4090
99.00,74645,2022-04-05 14:35:28.4470
99.00,74681,2022-04-05 14:35:28.4830
99.00,74716,2022-04-05 14:35:28.5180
99.00,74750,2022-04-05 14:35:28.5520
99.00,74779,2022-04-05 14:35:28.5820
99.00,74816,2022-04-05 14:35:28.6190
99.00,74853,2022-04-05 14:35:28.6550
99.00,74887,2022-04-05 14:35:28.6900
99.00,74927,2022-04-05 14:35:28.7300
99.00,74957,2022-04-05 14:35:28.7600
99.00,74993,2022-04-05 14:35:28.7960
99.00,75031,2022-04-05 14:35:28.8330
99.00,75072,2022-04-05 14:35:28.8740
99.00,75108,2022-04-05 14:35:28.9110
99.00,75144,2022-04-05 14:35:28.9470
99.00,75181,2022-04-05 14:35:28.9840
99.00,75223,2022-04-05 14:35:29.0260
99.00,75256,2022-04-05 14:35:29.0590
99.00,75286,2022-04-05 14:35:29.0880
99.00,75321,2022-04-05 14:35:29.1230
99.00,75357,2022-04-05 14:35:29.1600
99.00,75395,2022-04-05 14:35:29.1970
99.00,75433,2022-04-05 14:35:29.2360
99.00,75469,2022-04-05 14:35:29.2710
99.00,75503,2022-04-05 14:35:29.3050
99.00,75537,2022-04-05 14:35:29.3400
99.00,75579,2022-04-05 14:35:29.3810
99.00,75616,2022-04-05 14:35:29.4180
99.00,75652,2022-04-05 14:35:29.4550
99.00,75686,2022-04-05 14:35:29.4890
99.00,75718,2022-04-05 14:35:29.5200
99.00,75752,2022-04-05 14:35:29.5550
99.00,75788,2022-04-05 14:35:29.5910
99.00,75825,2022-04-05 14:35:29.6280
73.00,75861,2022-04-05 14:35:29.6640
73.00,75899,2022-04-05 14:35:29.7020
73.00,75936,2022-04-05 14:35:29.7390
73.00,75973,2022-04-05 14:35:29.7750
73.00,76010,2022-04-05 14:35:29.8120
73.00,76045,2022-04-05 14:35:29.8470
71.00,76083,2022-04-05 14:35:29.8850
71.00,76119,2022-04-05 14:35:29.9220
71.00,76153,2022-04-05 14:35:29.9550
71.00,76187,2022-04-05 14:35:29.9890
71.00,76223,2022-04-05 14:35:30.0250
71.00,76261,2022-04-05 14:35:30.0640
71.00,76299,2022-04-05 14:35:30.1010
77.00,76333,2022-04-05 14:35:30.1360
77.00,76366,2022-04-05 14:35:30.1690
77.00,76402,2022-04-05 14:35:30.2040
77.00,76438,2022-04-05 14:35:30.2410
77.00,76472,2022-04-05 14:35:30.2740
77.00,76510,2022-04-05 14:35:30.3130
77.00,76547,2022-04-05 14:35:30.3500
99.00,76582,2022-04-05 14:35:30.3850
99.00,76618,2022-04-05 14:35:30.4200
99.00,76652,2022-04-05 14:35:30.4550
99.00,76686,2022-04-05 14:35:30.4890
99.00,76720,2022-04-05 14:35:30.5230
99.00,76759,2022-04-05 14:35:30.5620
99.00,76793,2022-04-05 14:35:30.5950
99.00,76828,2022-04-05 14:35:30.6310
99.00,76866,2022-04-05 14:35:30.6690
99.00,76902,2022-04-05 14:35:30.7050
99.00,76947,2022-04-05 14:35:30.7490
99.00,76973,2022-04-05 14:35:30.7760
99.00,77006,2022-04-05 14:35:30.8080
99.00,77039,2022-04-05 14:35:30.8420
99.00,77078,2022-04-05 14:35:30.8800
99.00,77115,2022-04-05 14:35:30.9180
99.00,77152,2022-04-05 14:35:30.9550
99.00,77188,2022-04-05 14:35:30.9910
99.00,77221,2022-04-05 14:35:31.0240
99.00,77256,2022-04-05 14:35:31.0580
99.00,77296,2022-04-05 14:35:31.0980
99.00,77332,2022-04-05 14:35:31.1340
99.00,77361,2022-04-05 14:35:31.1630
99.00,77396,2022-04-05 14:35:31.1990
99.00,77431,2022-04-05 14:35:31.2330
99.00,77465,2022-04-05 14:35:31.2670
99.00,77500,2022-04-05 14:35:31.3030
99.00,77535,2022-04-05 14:35:31.3380
99.00,77572,2022-04-05 14:35:31.3740
99.00,77606,2022-04-05 14:35:31.4090
99.00,77639,2022-04-05 14:35:31.4420
99.00,77670,2022-04-05 14:35:31.4730
99.00,77704,2022-04-05 14:35:31.5060
99.00,77736,2022-04-05 14:35:31.5390
99.00,77773,2022-04-05 14:35:31.5750
99.00,77808,2022-04-05 14:35:31.6100
75.00,77847,2022-04-05 14:35:31.6490
75.00,77884,2022-04-05 14:35:31.6870
75.00,77924,2022-04-05 14:35:31.7270
75.00,77951,2022-04-05 14:35:31.7530
75.00,77987,2022-04-05 14:35:31.7890
75.00,78020,2022-04-05 14:35:31.8220
75.00,78045,2022-04-05 14:35:31.8470
75.00,78079,2022-04-05 14:35:31.8820
76.00,78114,2022-04-05 14:35:31.9160
76.00,78153,2022-04-05 14:35:31.9560
76.00,78188,2022-04-05 14:35:31.9900
76.00,78221,2022-04-05 14:35:32.0230
76.00,78256,2022-04-05 14:35:32.0580
76.00,78289,2022-04-05 14:35:32.0920
76.00,78328,2022-04-05 14:35:32.1300
99.00,78362,2022-04-05 14:35:32.1640
99.00,78399,2022-04-05 14:35:32.2010
99.00,78437,2022-04-05 14:35:32.2400
99.00,78472,2022-04-05 14:35:32.2750
99.00,78510,2022-04-05 14:35:32.3130
99.00,78547,2022-04-05 14:35:32.3490
99.00,78583,2022-04-05 14:35:32.3860
99.00,78618,2022-04-05 14:35:32.4200
99.00,78655,2022-04-05 14:35:32.4570
99.00,78689,2022-04-05 14:35:32.4920
99.00,78729,2022-04-05 14:35:32.5310
99.00,78764,2022-04-05 14:35:32.5660
99.00,78798,2022-04-05 14:35:32.6010
99.00,78836,2022-04-05 14:35:32.6380
99.00,78876,2022-04-05 14:35:32.6780
99.00,78911,2022-04-05 14:35:32.7130
99.00,78946,2022-04-05 14:35:32.7490
99.00,78996,2022-04-05 14:35:32.7980
99.00,79021,2022-04-05 14:35:32.8240
99.00,79051,2022-04-05 14:35:32.8540
99.00,79090,2022-04-05 14:35:32.8930
99.00,79124,2022-04-05 14:35:32.9260
99.00,79159,2022-04-05 14:35:32.9620
99.00,79195,2022-04-05 14:35:32.9970
99.00,79232,2022-04-05 14:35:33.0340
99.00,79266,2022-04-05 14:35:33.0690
99.00,79301,2022-04-05 14:35:33.1040
99.00,79334,2022-04-05 14:35:33.1370
99.00,79367,2022-04-05 14:35:33.1690
99.00,79400,2022-04-05 14:35:33.2030
99.00,79436,2022-04-05 14:35:33.2380
99.00,79469,2022-04-05 14:35:33.2720
99.00,79505,2022-04-05 14:35:33.3080
99.00,79542,2022-04-05 14:35:33.3440
99.00,79578,2022-04-05 14:35:33.3810
76.00,79614,2022-04-05 14:35:33.4160
76.00,79653,2022-04-05 14:35:33.4560
76.00,79688,2022-04-05 14:35:33.4910
76.00,79723,2022-04-05 14:35:33.5250
76.00,79762,2022-04-05 14:35:33.5640
76.00,79797,2022-04-05 14:35:33.6000
76.00,79831,2022-04-05 14:35:33.6340
71.00,79866,2022-04-05 14:35:33.6690
71.00,79902,2022-04-05 14:35:33.7050
71.00,79936,2022-04-05 14:35:33.7380
71.00,79971,2022-04-05 14:35:33.7730
71.00,80012,2022-04-05 14:35:33.8140
71.00,80044,2022-04-05 14:35:33.8470
71.00,80078,2022-04-05 14:35:33.8800
72.00,80118,2022-04-05 14:35:33.9210
72.00,80154,2022-04-05 14:35:33.9570
72.00,80195,2022-04-05 14:35:33.9980
72.00,80233,2022-04-05 14:35:34.0350
72.00,80265,2022-04-05 14:35:34.0680
72.00,80301,2022-04-05 14:35:34.1040
72.00,80336,2022-04-05 14:35:34.1380
99.00,80369,2022-04-05 14:35:34.1710
99.00,80404,2022-04-05 14:35:34.2060
99.00,80445,2022-04-05 14:35:34.2480
99.00,80482,2022-04-05 14:35:34.2840
99.00,80519,2022-04-05 14:35:34.3220
99.00,80555,2022-04-05 14:35:34.3570
99.00,80589,2022-04-05 14:35:34.3920
99.00,80624,2022-04-05 14:35:34.4270
99.00,80660,2022-04-05 14:35:34.4620
99.00,80693,2022-04-05 14:35:34.4960
99.00,80730,2022-04-05 14:35:34.5320
99.00,80767,2022-04-05 14:35:34.5690
99.00,80799,2022-04-05 14:35:34.6020
99.00,80834,2022-04-05 14:35:34.6360
99.00,80870,2022-04-05 14:35:34.6720
99.00,80904,2022-04-05 14:35:34.7070
99.00,80939,2022-04-05 14:35:34.7410
99.00,80978,2022-04-05 14:35:34.7800
99.00,81014,2022-04-05 14:35:34.8160
99.00,81048,2022-04-05 14:35:34.8500
99.00,81085,2022-04-05 14:35:34.8870
99.00,81116,2022-04-05 14:35:34.9180
99.00,81153,2022-04-05 14:35:34.9550
99.00,81189,2022-04-05 14:35:34.9920
99.00,81221,2022-04-05 14:35:35.0240
99.00,81253,2022-04-05 14:35:35.0550
99.00,81290,2022-04-05 14:35:35.0930
99.00,81325,2022-04-05 14:35:35.1280
99.00,81360,2022-04-05 14:35:35.1630
99.00,81397,2022-04-05 14:35:35.2000
99.00,81430,2022-04-05 14:35:35.2330
99.00,81463,2022-04-05 14:35:35.2650
99.00,81499,2022-04-05 14:35:35.3010
99.00,81534,2022-04-05 14:35:35.3360
99.00,81568,2022-04-05 14:35:35.3710
78.00,81602,2022-04-05 14:35:35.4040
78.00,81639,2022-04-05 14:35:35.4410
78.00,81673,2022-04-05 14:35:35.4760
78.00,81708,2022-04-05 14:35:35.5110
78.00,81745,2022-04-05 14:35:35.5470
78.00,81782,2022-04-05 14:35:35.5840
78.00,81818,2022-04-05 14:35:35.6200
71.00,81853,2022-04-05 14:35:35.6550
71.00,81876,2022-04-05 14:35:35.6790
71.00,81912,2022-04-05 14:35:35.7150
71.00,81949,2022-04-05 14:35:35.7520
71.00,81981,2022-04-05 14:35:35.7830
71.00,82010,2022-04-05 14:35:35.8130
71.00,82039,2022-04-05 14:35:35.8420
71.00,82069,2022-04-05 14:35:35.8710
72.00,82105,2022-04-05 14:35:35.9070
72.00,82137,2022-04-05 14:35:35.9400
72.00,82169,2022-04-05 14:35:35.9720
72.00,82206,2022-04-05 14:35:36.0080
72.00,82240,2022-04-05 14:35:36.0420
72.00,82277,2022-04-05 14:35:36.0800
72.00,82314,2022-04-05 14:35:36.1170
72.00,82349,2022-04-05 14:35:36.1520
99.00,82385,2022-04-05 14:35:36.1880
99.00,82427,2022-04-05 14:35:36.2300
99.00,82464,2022-04-05 14:35:36.2670
99.00,82499,2022-04-05 14:35:36.3010
99.00,82534,2022-04-05 14:35:36.3360
99.00,82569,2022-04-05 14:35:36.3710
99.00,82603,2022-04-05 14:35:36.4050
99.00,82646,2022-04-05 14:35:36.4490
99.00,82681,2022-04-05 14:35:36.4840
99.00,82713,2022-04-05 14:35:36.5160
99.00,82749,2022-04-05 14:35:36.5520
99.00,82784,2022-04-05 14:35:36.5870
99.00,82822,2022-04-05 14:35:36.6250
99.00,82855,2022-04-05 14:35:36.6570
99.00,82892,2022-04-05 14:35:36.6940
99.00,82931,2022-04-05 14:35:36.7340
99.00,82964,2022-04-05 14:35:36.7660
99.00,82998,2022-04-05 14:35:36.8010
99.00,83034,2022-04-05 14:35:36.8370
99.00,83070,2022-04-05 14:35:36.8720
99.00,83106,2022-04-05 14:35:36.9090
99.00,83146,2022-04-05 14:35:36.9490
99.00,83182,2022-04-05 14:35:36.9840
99.00,83215,2022-04-05 14:35:37.0180
99.00,83250,2022-04-05 14:35:37.0520
99.00,83286,2022-04-05 14:35:37.0890
99.00,83329,2022-04-05 14:35:37.1320
98.00,83366,2022-04-05 14:35:37.1690
98.00,83402,2022-04-05 14:35:37.2040
98.00,83434,2022-04-05 14:35:37.2370
98.00,83468,2022-04-05 14:35:37.2710
98.00,83504,2022-04-05 14:35:37.3060
98.00,83536,2022-04-05 14:35:37.3390
98.00,83571,2022-04-05 14:35:37.3740
79.00,83613,2022-04-05 14:35:37.4160
79.00,83650,2022-04-05 14:35:37.4520
79.00,83685,2022-04-05 14:35:37.4870
79.00,83723,2022-04-05 14:35:37.5260
79.00,83758,2022-04-05 14:35:37.5600
79.00,83795,2022-04-05 14:35:37.5980
79.00,83826,2022-04-05 14:35:37.6280
71.00,83860,2022-04-05 14:35:37.6630
71.00,83897,2022-04-05 14:35:37.6990
71.00,83934,2022-04-05 14:35:37.7360
71.00,83969,2022-04-05 14:35:37.7710
71.00,84007,2022-04-05 14:35:37.8090
71.00,84042,2022-04-05 14:35:37.8450
71.00,84077,2022-04-05 14:35:37.8790
71.00,84112,2022-04-05 14:35:37.9140
71.00,84152,2022-04-05 14:35:37.9540
71.00,84185,2022-04-05 14:35:37.9880
71.00,84228,2022-04-05 14:35:38.0300
71.00,84267,2022-04-05 14:35:38.0700
71.00,84298,2022-04-05 14:35:38.1010
71.00,84332,2022-04-05 14:35:38.1340
100.00,84367,2022-04-05 14:35:38.1700
100.00,84404,2022-04-05 14:35:38.2060
100.00,84442,2022-04-05 14:35:38.2450
100.00,84478,2022-04-05 14:35:38.2810
100.00,84516,2022-04-05 14:35:38.3190
100.00,84555,2022-04-05 14:35:38.3580
100.00,84590,2022-04-05 14:35:38.3930
100.00,84628,2022-04-05 14:35:38.4310
100.00,84667,2022-04-05 14:35:38.4700
100.00,84701,2022-04-05 14:35:38.5040
100.00,84735,2022-04-05 14:35:38.5370
100.00,84773,2022-04-05 14:35:38.5760
100.00,84808,2022-04-05 14:35:38.6110
100.00,84849,2022-04-05 14:35:38.6510
100.00,84882,2022-04-05 14:35:38.6850
100.00,84910,2022-04-05 14:35:38.7120
100.00,84929,2022-04-05 14:35:38.7310
100.00,84946,2022-04-05 14:35:38.7490
100.00,84963,2022-04-05 14:35:38.7660
100.00,84982,2022-04-05 14:35:38.7840
100.00,85005,2022-04-05 14:35:38.8070
100.00,85027,2022-04-05 14:35:38.8300
100.00,85050,2022-04-05 14:35:38.8520
100.00,85085,2022-04-05 14:35:38.8870
100.00,85119,2022-04-05 14:35:38.9210
100.00,85151,2022-04-05 14:35:38.9530
100.00,85187,2022-04-05 14:35:38.9900
100.00,85223,2022-04-05 14:35:39.0250
100.00,85263,2022-04-05 14:35:39.0660
100.00,85298,2022-04-05 14:35:39.1010
100.00,85328,2022-04-05 14:35:39.1310
100.00,85362,2022-04-05 14:35:39.1640
100.00,85395,2022-04-05 14:35:39.1970
100.00,85433,2022-04-05 14:35:39.2350
100.00,85461,2022-04-05 14:35:39.2640
100.00,85492,2022-04-05 14:35:39.2950
100.00,85521,2022-04-05 14:35:39.3240
100.00,85553,2022-04-05 14:35:39.3550
100.00,85589,2022-04-05 14:35:39.3920
82.00,85625,2022-04-05 14:35:39.4280
82.00,85663,2022-04-05 14:35:39.4650
82.00,85701,2022-04-05 14:35:39.5030
82.00,85735,2022-04-05 14:35:39.5380
82.00,85771,2022-04-05 14:35:39.5740
82.00,85813,2022-04-05 14:35:39.6150
82.00,85851,2022-04-05 14:35:39.6540
71.00,85887,2022-04-05 14:35:39.6890
71.00,85921,2022-04-05 14:35:39.7240
71.00,85953,2022-04-05 14:35:39.7560
71.00,85988,2022-04-05 14:35:39.7900
71.00,86030,2022-04-05 14:35:39.8320
71.00,86066,2022-04-05 14:35:39.8680
71.00,86104,2022-04-05 14:35:39.9060
71.00,86146,2022-04-05 14:35:39.9490
71.00,86180,2022-04-05 14:35:39.9830
71.00,86215,2022-04-05 14:35:40.0170
71.00,86249,2022-04-05 14:35:40.0520
71.00,86285,2022-04-05 14:35:40.0870
71.00,86317,2022-04-05 14:35:40.1200
71.00,86347,2022-04-05 14:35:40.1490
97.00,86383,2022-04-05 14:35:40.1850
97.00,86424,2022-04-05 14:35:40.2260
97.00,86456,2022-04-05 14:35:40.2580
97.00,86495,2022-04-05 14:35:40.2970
97.00,86532,2022-04-05 14:35:40.3340
97.00,86565,2022-04-05 14:35:40.3680
97.00,86601,2022-04-05 14:35:40.4040
98.00,86637,2022-04-05 14:35:40.4390
98.00,86671,2022-04-05 14:35:40.4730
98.00,86701,2022-04-05 14:35:40.5040
98.00,86737,2022-04-05 14:35:40.5400
98.00,86779,2022-04-05 14:35:40.5810
98.00,86815,2022-04-05 14:35:40.6180
98.00,86853,2022-04-05 14:35:40.6550
98.00,86887,2022-04-05 14:35:40.6900
98.00,86923,2022-04-05 14:35:40.7250
98.00,86960,2022-04-05 14:35:40.7620
98.00,86996,2022-04-05 14:35:40.7980
98.00,87033,2022-04-05 14:35:40.8350
98.00,87072,2022-04-05 14:35:40.8740
98.00,87106,2022-04-05 14:35:40.9080
98.00,87148,2022-04-05 14:35:40.9500
98.00,87180,2022-04-05 14:35:40.9830
98.00,87215,2022-04-05 14:35:41.0170
98.00,87247,2022-04-05 14:35:41.0490
98.00,87285,2022-04-05 14:35:41.0880
98.00,87319,2022-04-05 14:35:41.1220
98.00,87351,2022-04-05 14:35:41.1540
98.00,87387,2022-04-05 14:35:41.1890
98.00,87429,2022-04-05 14:35:41.2310
98.00,87466,2022-04-05 14:35:41.2680
98.00,87500,2022-04-05 14:35:41.3030
98.00,87533,2022-04-05 14:35:41.3350
98.00,87567,2022-04-05 14:35:41.3700
98.00,87604,2022-04-05 14:35:41.4060
83.00,87640,2022-04-05 14:35:41.4430
83.00,87677,2022-04-05 14:35:41.4790
83.00,87715,2022-04-05 14:35:41.5170
83.00,87748,2022-04-05 14:35:41.5510
83.00,87784,2022-04-05 14:35:41.5860
83.00,87821,2022-04-05 14:35:41.6230
83.00,87855,2022-04-05 14:35:41.6580
71.00,87891,2022-04-05 14:35:41.6940
71.00,87927,2022-04-05 14:35:41.7290
71.00,87963,2022-04-05 14:35:41.7660
71.00,88000,2022-04-05 14:35:41.8020
71.00,88034,2022-04-05 14:35:41.8370
71.00,88068,2022-04-05 14:35:41.8710
71.00,88105,2022-04-05 14:35:41.9070
71.00,88140,2022-04-05 14:35:41.9430
71.00,88175,2022-04-05 14:35:41.9770
71.00,88209,2022-04-05 14:35:42.0120
71.00,88246,2022-04-05 14:35:42.0490
71.00,88283,2022-04-05 14:35:42.0860
71.00,88318,2022-04-05 14:35:42.1210
71.00,88349,2022-04-05 14:35:42.1510
95.00,88385,2022-04-05 14:35:42.1870
95.00,88424,2022-04-05 14:35:42.2270
95.00,88464,2022-04-05 14:35:42.2670
95.00,88502,2022-04-05 14:35:42.3040
95.00,88538,2022-04-05 14:35:42.3400
95.00,88579,2022-04-05 14:35:42.3810
95.00,88614,2022-04-05 14:35:42.4170
98.00,88653,2022-04-05 14:35:42.4550
98.00,88688,2022-04-05 14:35:42.4910
98.00,88722,2022-04-05 14:35:42.5240
98.00,88765,2022-04-05 14:35:42.5670
98.00,88801,2022-04-05 14:35:42.6030
98.00,88840,2022-04-05 14:35:42.6430
98.00,88877,2022-04-05 14:35:42.6790
98.00,88909,2022-04-05 14:35:42.7110
98.00,88946,2022-04-05 14:35:42.7490
98.00,88987,2022-04-05 14:35:42.7890
98.00,89021,2022-04-05 14:35:42.8240
98.00,89052,2022-04-05 14:35:42.8540
98.00,89085,2022-04-05 14:35:42.8870
98.00,89125,2022-04-05 14:35:42.9270
98.00,89161,2022-04-05 14:35:42.9640
98.00,89199,2022-04-05 14:35:43.0010
98.00,89237,2022-04-05 14:35:43.0400
98.00,89272,2022-04-05 14:35:43.0740
98.00,89312,2022-04-05 14:35:43.1150
98.00,89344,2022-04-05 14:35:43.1460
98.00,89379,2022-04-05 14:35:43.1810
98.00,89418,2022-04-05 14:35:43.2200
98.00,89454,2022-04-05 14:35:43.2570
98.00,89489,2022-04-05 14:35:43.2920
98.00,89528,2022-04-05 14:35:43.3300
98.00,89563,2022-04-05 14:35:43.3660
98.00,89597,2022-04-05 14:35:43.4000
84.00,89633,2022-04-05 14:35:43.4360
84.00,89673,2022-04-05 14:35:43.4760
84.00,89708,2022-04-05 14:35:43.5100
84.00,89743,2022-04-05 14:35:43.5460
84.00,89780,2022-04-05 14:35:43.5820
84.00,89817,2022-04-05 14:35:43.6190
84.00,89854,2022-04-05 14:35:43.6560
71.00,89896,2022-04-05 14:35:43.6980
71.00,89929,2022-04-05 14:35:43.7310
71.00,89964,2022-04-05 14:35:43.7670
71.00,90001,2022-04-05 14:35:43.8030
71.00,90035,2022-04-05 14:35:43.8380
71.00,90073,2022-04-05 14:35:43.8750
71.00,90109,2022-04-05 14:35:43.9120
71.00,90145,2022-04-05 14:35:43.9480
71.00,90183,2022-04-05 14:35:43.9850
71.00,90218,2022-04-05 14:35:44.0200
71.00,90250,2022-04-05 14:35:44.0520
71.00,90283,2022-04-05 14:35:44.0850
71.00,90319,2022-04-05 14:35:44.1210
71.00,90349,2022-04-05 14:35:44.1520
95.00,90382,2022-04-05 14:35:44.1850
95.00,90419,2022-04-05 14:35:44.2220
95.00,90454,2022-04-05 14:35:44.2560
95.00,90488,2022-04-05 14:35:44.2910
